74	1	1
75	1	1
76	1	2
77	1	1
73	2	2
74	2	3
75	2	2
76	2	3
77	2	2
78	2	1
79	2	1
71	3	1
72	3	2
73	3	3
74	3	5
75	3	27
76	3	33
77	3	12
78	3	3
79	3	3
80	3	1
71	4	2
72	4	3
73	4	3
74	4	75
75	4	287
76	4	349
77	4	163
78	4	13
79	4	3
80	4	2
71	5	1
72	5	2
73	5	10
74	5	213
75	5	471
76	5	588
77	5	353
78	5	53
79	5	4
80	5	2
72	6	3
73	6	7
74	6	175
75	6	472
76	6	532
77	6	341
78	6	43
79	6	3
80	6	1
72	7	2
73	7	3
74	7	39
75	7	223
76	7	270
77	7	120
78	7	9
79	7	3
80	7	2
72	8	1
73	8	2
74	8	3
75	8	8
76	8	13
77	8	3
78	8	3
79	8	2
73	9	1
74	9	2
75	9	3
76	9	2
77	9	3
78	9	2
79	9	1
75	10	1
76	10	1
78	10	1
87	26	37
88	26	49
87	27	30
88	27	46
227	42	1
228	42	2
229	42	2
230	42	2
231	42	1
180	43	28
181	43	24
226	43	2
227	43	2
228	43	3
229	43	3
230	43	3
231	43	2
232	43	1
179	44	19
180	44	3
225	44	2
226	44	2
227	44	9
228	44	56
229	44	84
230	44	25
231	44	4
232	44	2
225	45	2
226	45	4
227	45	95
228	45	400
229	45	453
230	45	237
231	45	16
232	45	3
233	45	2
1	46	2
2	46	1
3	46	2
69	46	17
224	46	1
225	46	3
226	46	6
227	46	223
228	46	504
229	46	542
230	46	392
231	46	45
232	46	2
233	46	2
0	47	3
1	47	2
2	47	3
3	47	2
4	47	2
5	47	1
68	47	31
69	47	22
225	47	2
226	47	5
227	47	127
228	47	449
229	47	499
230	47	273
231	47	21
232	47	3
233	47	2
0	48	3
1	48	39
2	48	70
3	48	35
4	48	2
5	48	2
67	48	24
68	48	29
225	48	2
226	48	3
227	48	16
228	48	99
229	48	133
230	48	42
231	48	4
232	48	2
233	48	1
0	49	49
1	49	270
2	49	388
3	49	231
4	49	35
5	49	2
6	49	2
67	49	24
68	49	29
72	49	22
73	49	2
201	49	1
202	49	2
203	49	2
204	49	2
205	49	2
206	49	1
226	49	2
227	49	2
228	49	4
229	49	3
230	49	3
231	49	2
232	49	2
0	50	101
1	50	385
2	50	460
3	50	372
4	50	73
5	50	3
6	50	2
67	50	4
68	50	32
71	50	39
72	50	113
73	50	56
200	50	1
201	50	2
202	50	3
203	50	3
204	50	4
205	50	3
206	50	2
207	50	2
226	50	1
227	50	2
228	50	2
229	50	2
230	50	2
231	50	1
0	51	55
1	51	288
2	51	366
3	51	256
4	51	36
5	51	2
6	51	2
68	51	35
71	51	3
72	51	47
73	51	70
74	51	1
200	51	2
201	51	3
202	51	42
203	51	170
204	51	170
205	51	38
206	51	3
207	51	3
0	52	3
1	52	50
2	52	89
3	52	44
4	52	2
5	52	3
68	52	33
71	52	4
72	52	40
73	52	67
199	52	1
200	52	3
201	52	11
202	52	227
203	52	507
204	52	522
205	52	224
206	52	9
207	52	2
0	53	3
1	53	2
2	53	3
3	53	2
4	53	2
5	53	1
68	53	37
69	53	33
70	53	39
71	53	28
72	53	7
199	53	1
200	53	3
201	53	15
202	53	283
203	53	564
204	53	535
205	53	283
206	53	11
207	53	3
208	53	1
213	53	1
214	53	1
215	53	2
216	53	1
0	54	1
1	54	2
2	54	2
3	54	1
200	54	3
201	54	4
202	54	117
203	54	340
204	54	364
205	54	102
206	54	6
207	54	2
208	54	1
212	54	1
213	54	3
214	54	11
215	54	29
216	54	3
217	54	2
200	55	2
201	55	3
202	55	8
203	55	36
204	55	36
205	55	6
206	55	3
207	55	1
212	55	2
213	55	17
214	55	167
215	55	256
216	55	105
217	55	2
218	55	1
201	56	2
202	56	3
203	56	3
204	56	3
205	56	2
206	56	2
212	56	2
213	56	45
214	56	307
215	56	387
216	56	210
217	56	16
218	56	1
202	57	1
203	57	1
204	57	2
212	57	1
213	57	14
214	57	156
215	57	236
216	57	98
217	57	2
218	57	1
212	58	1
213	58	2
214	58	5
215	58	27
216	58	3
217	58	2
213	59	1
214	59	2
215	59	2
216	59	1
9	69	1
10	69	2
11	69	2
12	69	1
8	70	2
9	70	5
10	70	57
11	70	48
12	70	2
13	70	2
7	71	1
8	71	2
9	71	89
10	71	268
11	71	250
12	71	58
13	71	2
14	71	1
7	72	2
8	72	2
9	72	118
10	72	311
11	72	312
12	72	76
13	72	2
8	73	2
9	73	33
10	73	138
11	73	122
12	73	26
13	73	1
8	74	1
9	74	2
10	74	2
11	74	2
12	74	2
10	75	1
11	75	1
112	76	2
113	76	1
114	76	2
68	77	13
69	77	26
70	77	2
111	77	2
112	77	36
113	77	63
114	77	27
115	77	2
68	78	45
69	78	41
70	78	28
71	78	36
72	78	34
73	78	35
74	78	20
110	78	2
111	78	17
112	78	164
113	78	276
114	78	116
115	78	2
116	78	2
69	79	45
70	79	43
71	79	1
72	79	10
73	79	18
74	79	24
110	79	1
111	79	15
112	79	176
113	79	273
114	79	138
115	79	3
69	80	28
70	80	96
71	80	52
111	80	2
112	80	35
113	80	67
114	80	30
115	80	2
70	81	57
71	81	32
112	81	1
113	81	2
114	81	1
35	90	1
36	90	2
37	90	1
38	90	1
155	90	16
156	90	14
33	91	2
34	91	2
35	91	3
36	91	3
37	91	2
38	91	2
39	91	2
71	91	21
72	91	7
154	91	17
155	91	119
156	91	107
157	91	15
251	91	1
32	92	1
33	92	2
34	92	4
35	92	32
36	92	60
37	92	25
38	92	4
39	92	2
40	92	1
70	92	41
71	92	65
72	92	69
73	92	40
74	92	37
75	92	26
154	92	13
155	92	111
156	92	110
157	92	11
247	92	2
248	92	3
249	92	3
250	92	3
252	92	1
32	93	2
33	93	4
34	93	47
35	93	297
36	93	429
37	93	252
38	93	35
39	93	3
40	93	1
70	93	13
71	93	20
72	93	27
73	93	12
75	93	29
76	93	30
155	93	12
156	93	10
246	93	2
247	93	3
248	93	3
249	93	4
250	93	3
253	93	1
32	94	2
33	94	4
34	94	141
35	94	501
36	94	586
37	94	431
38	94	96
39	94	4
40	94	2
76	94	23
77	94	32
78	94	29
79	94	12
245	94	2
246	94	3
247	94	8
248	94	89
249	94	163
250	94	67
251	94	3
252	94	3
254	94	1
32	95	2
33	95	4
34	95	95
35	95	424
36	95	533
37	95	402
38	95	68
39	95	3
40	95	2
78	95	5
79	95	36
80	95	26
245	95	3
246	95	4
247	95	76
248	95	422
249	95	556
250	95	388
251	95	49
252	95	3
253	95	3
32	96	2
33	96	2
34	96	13
35	96	120
36	96	211
37	96	102
38	96	8
39	96	2
40	96	2
80	96	34
81	96	44
245	96	3
246	96	4
247	96	136
248	96	531
249	96	629
250	96	495
